1	Caeci parentis regimen et fessi unicum
2	lateris levamen, gnata, quam tanti est mihi
3	genuisse vel sic, desere infaustum patrem,
4	in recta quid deflectis errantem gradum?
5	permitte labi; melius inveniam viam, 
6	quam quaero solus, quae me ab hac vita extrahat
7	et hoc nefandi capitis aspectu levet
8	caelum atque terras, quantulum hac egi manu?
9	non video noxae conscium nostrae diem,
10	sed videor, hinc iam solve inhaerentem manum 
11	et patere caecum qua volet ferri pedem,
12	ibo, ibo qua praerupta protendit iuga
13	meus Cithaeron, qua peragrato celer
14	per saxa monte iacuit Actaeon suis
15	nova praeda canibus, qua per obscurum nemus 
16	silvamque opacae vallis instinctas deo
17	egit sorores mater et gaudens malo
18	vibrante fixum praetulit thyrso caput;
19	vel qua cucurrit, corpus inrisum trahens,
20	Zethi iuvencus, qua per horrentes rubos 
21	tauri ferocis sanguis ostentat fugas;
22	vel qua alta maria vertice inmenso premit
23	Inoa rupes, qua scelus fugiens novum
24	novumque faciens mater insiluit freto
25	mersura natum seque— felices quibus 
26	fortuna melior tam bonas matres dedit.
27	est alius istis noster in silvis locus,
28	qui me reposcit, hunc petam cursu incito;
29	non haesitabit gressus, huc omni duce
30	spoliatus ibo. quid moror sedes meas? 
31	mortem, Cithaeron, redde et hospitium mihi
32	illud meum restitue, ut expirem senex
33	ubi debui infans, recipe supplicium vetus.
34	semper cruente saeve crudelis ferox,
35	cum occidis et cum parcis, olim iam tuum 
36	est hoc cadaver: perage mandatum patris,
37	iam et matris, animus gestit antiqua exsequi
38	supplicia, quid me, nata, pestifero tenes
39	amore vinctum? quid tenes? genitor vocat.
40	sequor, sequor, iam parce, sanguineum gerens 
41	insigne regni Laius rapti furit;
42	en ecce, inanes manibus infestis petit
43	foditque vultus, nata, genitorem vides?
44	ego video, tandem spiritum inimicum expue,
45	desertor anime, fortis in partem tui. 
46	omitte poenae languidas longae moras
47	mortemque totam admitte; quid segnis traho
48	quod vivo? nullum facere iam possum scelus?
49	possum miser, praedico— discedo a patre,
50	discedo, virgo. timeo post matrem omnia. 
51	Vis nulla, genitor, a tuo nostram manum
52	corpore resolvet, nemo me comitem tibi
53	eripiet umquam. Labdaci claram domum,
54	opulenta ferro regna germani petant—
55	pars summa magno patris e regno mea est, 
56	pater ipse. non hunc auferet frater mihi
57	Thebana rapto sceptra qui regno tenet,
58	non hunc catervas alter Argolicas agens;
59	non si revulso Iuppiter mundo tonet
60	mediumque nostros fulmen in nexus cadat, 
61	manum hanc remittam. prohibeas, genitor, licet:
62	regam abnuentem, dirigam inviti gradum.
63	iu plana tendis? vado; praerupta appetis?
64	non obsto, sed praecedo; quo vis utere
65	duce me, duobus omnis eligitur via: 
66	perire sine me non potes, mecum potes.
67	hic alta rupes arduo surgit iugo
68	spectatque longe spatia subiecti maris:
69	vis hanc petamus? nudus hic pendet silex,
70	hic scissa tellus faucibus ruptis hiat: 
71	vis hanc petamus? hic rapax torrens cadit
72	partesque lapsi montis exesas rotat:
73	in hunc ruamus? dum prior, quo vis eo.
74	non deprecor, non hortor, extingui cupis
75	votumque, genitor, maximum mors est tibi? 
76	si moreris, antecedo: si vivis, sequor.
77	sed flecte mentem pectus antiquum ad voca
78	victasque magno robore aerumnas doma;
79	resiste: tantus in malis vinci mori est.
80	Vnde in nefanda specimen egregium domo? 
81	Unde ista generi virgo dissimilis suo?
82	Fortuna, credis? aliquis est ex me pius?
83	non esset umquam, fata bene novi mea,
84	nisi ut noceret, ipsa se in leges novas
85	natura vertit: regeret in fontem citas
86	revolutus undas amnis et noctem afferet
87	Phoebea lampas, Hesperus faciet diem;
88	ut ad miserias aliquid accedat meas,
89	pii quoque erimus, unica Oedipodae est salus,
90	non esse salvum, liceat ulcisci patrem 
91	adhuc inultum, dextra quid cessas iners
92	exigere poenas? quicquid exactum est adhuc,
93	matri dedisti, mitte genitoris manum,
94	animosa virgo:'funus extendi» meum
95	longaeque vivi ducis exequias patris. 
96	aliquando terra corpus invisum tege;
97	peccas honesta mente, pietatem vocas
98	patrem insepultum trahere, qui cogit mori
99	nolentem in aequo est quique properantem impedit; 
101	nec tamen in aequo est: alterum gravius reor: 
100	occidere est vetare cupientem mori 
102	malo imperari quam eripi mortem mihi. 
103	desiste coepto, virgo: ius vitae ac necis
104	meae penes me est. regna deserui libens,
105	regnum mei retineo. si fida es comes, 
106	ensem parenti trade, sed notum nece
107	ensem paterna, tradis? an gnati tenent
108	cum regno et illum? facinore ubicumque est opus,
109	ibi sit; relinquo, natus hunc habeat meus,
110	sed uterque, flammas potius et vastum aggerem 
111	compone; in altos ipse me immittam rogos,
112	haerebo ad ignes, funebrem escendam struem
113	pectusque solvam durum et in cinerem dabo
114	hoc quicquid in me vivit, ubi saevum est mare?
115	duc ubi sit altis prorutum saxis iugum, 
116	ubi torva rapidus ducat Ismenos vada,
117	duc ubi ferae sunt, ubi fretum, ubi praeceps locus
118	si dux es: illuc ire morituro placet,
119	ubi sedit alta rupe semifero dolos
120	Sphinx ore nectens. dirige huc gressus pedum, 
121	hic siste patrem, dira ne sedes vacet,
122	monstrum repone maius, hoc saxum insidens
123	obscura nostrae verba fortunae loquar,
124	quae nemo solvat: quisquis Assyrio loca
125	possessa regi scindis et Cadmi nemus 
126	serpente notum, sacra quo Dirce latet,
127	supplex adoras, quisquis Eurotan bibis
128	Spartamque fratre nobilem gemino colis,
129	quique Elin et Parnason et Boeotios
130	colonus agros uberis tondes soli: , 
131	adverte mentem, saeva Thebarum lues
132	luctifica caecis verba committens modis
133	quid simile posuit? quid tam inextricabile?
134	avi gener patrisque rivalis sui,
135	frater suorum liberum et fratrum parens; 
136	uno avia partu liberos peperit viro,
137	sibi et nepotes, monstra quis tanta explicat?
138	ego ipse, victae spolia qui Sphingis tuli,
139	haerebo fati tardus interpres mei.
139l	* 
140	quid perdis ultra verba? quid pectus ferum 
141	mollire temptas precibus? hoc animo sedet
142	effundere hanc cum morte luctantem diu
143	animam et tenebras petere: nam sceleri haec meo
144	parum alta nox est: Tartaro condi iuvat,
145	et si quid ultra Tartarum est; tandem libet 
146	quod olim oportet, morte prohiberi haud queo.
147	ferrum negabis? noxias lapsu vias
148	eludes et artis colla laqueis inseri
149	prohibebis? herbas quae ferunt letum auferes?
150	quid ista tandem cura proficiet tua? 
151	ubique mors est. optume hoc cavit deus:
152	eripere vitam nemo non homini, potest,
153	at nemo mortem; mille ad hanc aditus patent.
154	nil quaero: dextra noster et nuda solet
155	bene animus uti— dextra, nunc toto impetu, 
156	toto dolore, viribus totis veni.
157	non destino unum vulneri nostro locum:
158	totus nocens sum: qua Voles mortem exige.
159	effringe pectus corque tot scelerum capax
160	evelle, totos viscerum nuda sinus. 
161	fractum incitatis ictibus guttur sonet
162	laceraeque fixis unguibus venae fluant.
163	aut dirige iras quo soles: haec vulnera
164	rescissa multo sanguine ac tabe inriga,
165	hac extrahe animam duram, inexpugnabilem. 
166	et tu, parens, ubicumque poenarum arbiter
167	adstas mearum; non ego hoc tantum scelus
168	ulla expiari credidi poena satis
169	umquam, nec ista morte contentus fui,
170	nec me redemi parte: membratim tibi 
171	perire volui— debitum tandem exige.
172	nunc solvo poenas, tunc tibi inferias dedi.
173	ades atque inertem dexteram introrsus preme
174	magisque merge: timida tunc parvo caput
175	libavit haustu vixque cupientes sequi 
176	eduxit oculos, haeret etiam nunc mihi
177	ille animus, haeret, cum recusantem manum
178	pressere vultus, audies verum, Oedipus:
179	minus eruisti lumina audacter tua.
180	quam praestitisti, nunc manum cerebro indue: 
181	hac parte mortem perage qua coepi mori.
182	Pauca, o parens magnanime, miserandae precor
183	ut verba natae mente placata audias.
184	non te ut reducam veteris ad speciem domus
185	habitumque regni flore pollentem inclito 
186	peto aut ut iras, temporum haut ipsa mora
187	fractas, remisso pectore ac placido feras:
188	at hoc decebat roboris tanti virum,
189	non esse sub dolore nec victum malis
190	dare terga; non est, ut putas, virtus, pater, 
191	timere vitam, sed malis ingentibus
192	obstare nec se vertere ac retro dare.
193	qui fata proculcavit ac vitae bona
194	proiecit atque abscidit et casus suos
195	oneravit ipse, cui deo nullo est opus, 
196	quare ille mortem cupiat aut quare petat?
197	utrumque timidi est: nemo contempsit mori
198	qui concupivit, cuius haut ultra mala
199	exire possunt, in loco tuto est situs.
200	quis iam deorum, velle fac, quicquam potest 
201	malis tuis adicere? iam nec tu potes
202	nisi hoc, ut esse te putes dignum nece—
203	non es nec ulla pectus hoc culpa attigit.
204	et hoc magis te, genitor, insontem voca.
205	quod innocens es dis quoque invitis, quid est 
206	quod te efferant, quod novos suffixerit
207	stimulos dolori? quid te in infernas agit
208	sedes, quid ex his pellit? ut careas die?
209	cares; ut altis nobilem muris domum
210	patriamque fugias? patria tibi vivo perit; 
211	natos fugis matremque? ab* aspectu omnium
212	fortuna te summovit, et quicquid potest
213	auferre cuiquam mors, tibi hoc vita abstulit;
214	regni tumultus? turba fortunae prior
215	abscessit a te iussa, quem, genitor, fugis? 
216	Me fugio, fugio conscium scelerum omnium
217	pectus, manumque hanc fugio et hoc "caelum et deos.
218	et dira fugio scelera quae feci innocens .
219	ego hoc solum, frugifera quo surgit Ceres,
220	premo? has ego auras ore pestifero traho? 
221	ego laticis haustu satior aut ullo fruor
222	almae parentis munere? ego castam manum
223	nefandus incestificus exsecrabilis
224	attrecto? ego ullos aure concipio sonos,
