1.1	Semper ego auditor tantum? numquamne reponam
1.2	vexatus totiens rauci Theseide Cordi?
1.3	inpune ergo mihi recitaverit ille togatas,
1.4	hic elegos? inpune diem consumpserit ingens
1.5	Telephus aut summi plena iam margine libri
1.6	scriptus et in tergo necdum finitus Orestes?
1.7	nota magis nulli domus est sua quam mihi lucus
1.8	Martis et Aeoliis vicinum rupibus antrum
1.9	Vulcani. Quid agant venti, quas torqueat umbras
1.10	Aeacus, unde alius furtivae devehat aurum
1.11	pelliculae, quantas iaculetur Monychus ornos,
1.12	Frontonis platani convulsaque marmora clamant
1.13	semper et adsiduo ruptae lectore columnae:
1.14	expectes eadem a summo minimoque poeta,
1.15	et nos ergo manum ferulae subduximus, et nos
1.16	consilium dedimus Sullae, privatus ut altum
1.17	dormiret; stulta est clementia, cum tot ubique
1.18	vatibus occurras, periturae parcere chartae.
1.19	cur tamen hoc potius libeat decurrere campo
1.20	per quem magnus equos Auruncae flexit alumnus,
1.21	si vacat ac placidi rationem admittitis, edam.
1.22	Cum tener uxorem ducat spado, Mevia Tuscum
1.23	figat aprum et nuda teneat venabula mamma,
1.24	patricios omnis opibus cum provocet unus
1.25	quo tondente gravis iuveni mihi barba sonabat, line repeated at 10.226. 
1.26	cum pars Niliacae plebis, cum verna Canopi
1.27	Crispinus Tyrias umero revocante lacernas
1.28	ventilet aestivum digitis sudantibus aurum,
1.29	nec sufferre queat maioris pondera gemmae,
1.30	difficile est saturam non scribere, nam quis iniquae
1.31	tam patiens urbis, tam ferreus, ut teneat se,
1.32	causidici nova cum veniat lectica Mathonis
1.33	plena ipso, post hunc magni delator amici
1.34	et cito rapturus de nobilitate comesa
1.35	quod superest, quem Massa timet, quem munere palpat palpat is omitted by P. 
1.36	Carus et a trepido Thymele summissa Latino?
1.37	cum te summoveant qui testamenta merentur
1.38	noctibus, noctibus Vind. Ψ : non tibi P. in caelum quos evenit optima summi
1.39	nunc via processus, vetulae vesica beatae?
1.40	unciolam Proculeius habet, sed Gillo deuncem,
1.41	partes quisque suas ad mensuram inguinis heres,
1.42	accipiat sane mercedem sanguinis, et sic
1.43	palleat ut nudis pressit qui calcibus anguem
1.44	aut Lugudunensem rhetor dicturus ad aram.
1.45	Quid referam quanta siccum iecur ardeat ira,
1.46	cum populum gregibus comitum premit hic spoliator
1.47	pupilli prostantis et hic damnatus inani
1.48	iudicio? quid enim salvis infamia nummis?
1.49	exul ab octava Marius bibit et fruitur dis
1.50	iratis, at tu victrix provincia ploras.
1.51	Haec ego non credam Venusina digna lucerna?
1.52	haec ego non agitem? sed quid magis Heracleas
1.53	aut Diomedeas aut mugitum labyrinthi
1.54	et mare percussum puero fabrumque volantem,
1.55	cum leno accipiat moechi bona, si capiendi
1.56	ius nullum uxori, doctus spectare lacunar,
1.57	doctus et ad calicem vigilanti stertere naso?
1.58	cum fas esse putet curam sperare cohortis
1.59	qui bona donavit praesepibus et caret omni
1.60	maiorum censu, dum pervolat axe citato
1.61	Flaminiam puer Automedon? nam lora tenebat
1.62	ipse, lacernatae cum se iactaret amicae.
